CUST_CODE,LAST_WEEK,LAST_DATE,TOTAL_COME,TOTAL_SPEND,CUS_SEN_LA,CUS_SEN_MM,CUS_SEN_UM,CUS_SEN_XX,BAS_SIZE_L,BAS_SIZE_M,BAS_SIZE_S,BAS_TYPE_FULL,BAS_TYPE_SMALL,BAS_TYPE_TOP,BAS_TYPE_XX,BAS_DO_FRESH,BAS_DO_GROCERY,BAS_DO_MIX,BAS_DO_NONFOOD,STORE_FOR_LS,STORE_FOR_MS,STORE_FOR_SS,STORE_FOR_XLS,STORE_FOR_XX,Total_CHURN
CUST0000822315,200744,2007-12-27,25,258.60999999999996,0,104,0,0,55,35,14,0,48,55,1,73,12,18,0,81,16,7,0,1,3.0
CUST0000822088,200706,2007-04-05,39,117.96000000000002,135,0,0,0,0,119,16,0,49,86,0,49,22,64,0,0,135,0,0,0,1.0
CUST0000822085,200805,2008-03-29,165,4257.43,0,2219,0,0,2070,104,45,1799,116,304,0,1332,51,807,29,2208,11,0,0,0,0.0
CUST0000821622,200805,2008-03-26,106,687.39,411,0,0,0,166,199,46,30,157,223,1,195,47,157,11,0,411,0,0,1,0.0
CUST0000821330,200806,2008-03-31,190,2076.16,966,0,0,0,555,349,62,263,248,454,1,308,253,381,23,83,23,545,315,1,0.0
CUST0000821327,200622,2006-07-29,1,8.91,0,0,0,6,0,6,0,0,6,0,0,0,0,0,6,6,0,0,0,0,1.0
CUST0000820448,200804,2008-03-22,2,18.84,0,10,0,0,9,0,1,0,1,9,0,10,0,0,0,9,0,0,1,0,
CUST0000820341,200718,2007-07-01,6,9.93,0,0,0,10,5,1,4,0,6,0,4,0,1,5,0,10,0,0,0,4,2.0
CUST0000820324,200804,2008-03-20,156,1739.2399999999998,0,668,0,0,326,319,23,18,298,348,4,455,75,130,4,659,9,0,0,4,0.0
CUST0000820186,200623,2006-08-02,1,18.57,0,13,0,0,13,0,0,0,0,13,0,13,0,0,0,13,0,0,0,0,1.0
CUST0000820108,200805,2008-03-29,64,387.66999999999996,252,0,0,0,155,57,40,87,100,65,0,149,72,28,3,228,1,16,7,0,0.0
CUST0000819500,200734,2007-10-17,1,11.97,11,0,0,0,11,0,0,0,0,11,0,0,11,0,0,11,0,0,0,0,1.0
CUST0000819195,200625,2006-08-17,1,21.630000000000006,0,0,13,0,13,0,0,0,0,13,0,13,0,0,0,0,13,0,0,0,1.0
CUST0000819101,200632,2006-10-05,1,0.29,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0
CUST0000818932,200806,2008-03-31,222,3506.91,0,1780,0,0,1409,277,94,975,276,528,1,845,211,708,15,957,295,528,0,1,0.0
CUST0000818812,200805,2008-03-25,151,2352.0499999999997,0,1197,0,0,1011,145,41,187,160,850,0,880,29,275,13,1197,0,0,0,0,0.0
CUST0000818250,200805,2008-03-30,129,1177.6700000000003,689,0,0,0,500,138,51,306,146,230,7,126,278,256,22,672,10,2,5,7,0.0
CUST0000818165,200734,2007-10-21,23,187.28000000000003,0,0,125,0,76,38,11,44,33,48,0,55,13,56,1,117,0,8,0,0,1.0
CUST0000817991,200806,2008-03-31,119,3124.93,0,0,940,0,826,105,9,89,71,780,0,805,15,104,16,372,552,0,16,0,0.0
CUST0000817685,200702,2007-03-08,1,13.900000000000002,9,0,0,0,9,0,0,0,0,9,0,9,0,0,0,9,0,0,0,0,1.0
CUST0000817461,200701,2007-02-26,1,71.88,0,0,0,6,6,0,0,0,0,6,0,0,6,0,0,0,6,0,0,0,1.0
CUST0000817425,200802,2008-03-05,38,373.97000000000008,0,195,0,0,112,69,14,0,59,136,0,98,24,49,24,195,0,0,0,0,0.0
CUST0000817281,200805,2008-03-28,50,212.55999999999995,0,0,138,0,31,81,26,0,75,63,0,118,3,14,3,41,8,89,0,0,1.0
CUST0000817082,200806,2008-03-31,123,4144.51,0,2054,0,0,1950,79,25,1439,76,539,0,1400,57,596,1,529,34,1491,0,0,0.0
CUST0000817002,200803,2008-03-12,34,672.22,0,0,373,0,360,11,2,30,13,330,0,356,0,17,0,0,373,0,0,0,0.0
CUST0000816722,200740,2007-11-26,3,90.38,66,0,0,0,66,0,0,66,0,0,0,49,0,17,0,0,66,0,0,0,1.0
CUST0000816691,200804,2008-03-22,89,172.79000000000002,160,0,0,0,22,54,84,17,122,20,1,33,81,43,2,153,6,1,0,1,0.0
CUST0000816644,200804,2008-03-17,5,27.849999999999998,0,17,0,0,8,6,3,0,5,12,0,14,1,2,0,0,15,0,2,0,1.0
CUST0000816474,200803,2008-03-15,18,109.75,55,0,0,0,19,23,13,0,36,19,0,17,12,24,2,49,0,6,0,0,1.0
CUST0000816240,200804,2008-03-19,17,263.04,0,0,130,0,91,33,6,29,18,83,0,75,1,44,10,9,2,119,0,0,3.0
CUST0000816127,200745,2008-01-01,1,10.04,0,0,0,2,0,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1.0
CUST0000816072,200805,2008-03-24,119,2721.81,0,1714,0,0,1645,45,24,1360,48,305,1,949,61,702,1,457,8,1249,0,1,0.0
CUST0000815839,200729,2007-09-14,1,11.55,0,0,0,5,0,5,0,0,5,0,0,0,0,5,0,0,0,5,0,0,1.0
CUST0000815801,200806,2008-03-31,47,859.6400000000001,370,0,0,0,295,68,7,64,52,254,0,166,20,180,4,370,0,0,0,0,0.0
CUST0000815647,200752,2008-02-20,3,16.18,10,0,0,0,0,8,2,0,5,5,0,3,5,2,0,0,10,0,0,0,0.0
CUST0000815318,200722,2007-07-23,62,223.95000000000002,0,132,0,0,24,59,49,0,103,29,0,42,52,36,2,85,24,17,6,0,1.0
CUST0000815118,200803,2008-03-11,8,331.39,143,0,0,0,143,0,0,129,0,14,0,35,0,108,0,143,0,0,0,0,1.0
CUST0000814921,200648,2007-01-24,1,2.82,0,0,0,2,0,0,2,0,2,0,0,0,2,0,0,0,0,0,2,0,1.0
CUST0000814766,200803,2008-03-14,128,1042.5,0,0,583,0,323,202,58,50,229,295,9,450,61,63,0,0,581,1,1,9,0.0
CUST0000814656,200803,2008-03-12,76,707.75999999999988,0,355,0,0,172,158,25,14,119,222,0,240,37,73,5,292,28,35,0,0,0.0
CUST0000813956,200749,2008-01-29,22,98.160000000000011,0,0,53,0,7,27,19,0,41,12,0,18,5,16,14,40,4,9,0,0,2.0
CUST0000813604,200805,2008-03-29,122,2571.36,1455,0,0,0,1256,183,16,985,86,383,1,375,133,943,3,1439,0,16,0,1,0.0
CUST0000813194,200725,2007-08-19,12,554.89,0,195,0,0,186,8,1,114,5,76,0,27,30,137,1,0,6,4,185,0,3.0
CUST0000813108,200805,2008-03-30,115,3371.96,0,0,1571,0,1531,28,12,326,53,1192,0,1231,9,331,0,1486,85,0,0,0,0.0
CUST0000813105,200607,2006-04-12,1,1.85,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1.0
CUST0000812909,200706,2007-04-04,47,278.82000000000005,0,166,0,0,52,92,22,0,90,76,0,119,5,34,8,166,0,0,0,0,1.0
CUST0000812640,200721,2007-07-20,1,26.68,16,0,0,0,16,0,0,0,0,16,0,0,0,16,0,16,0,0,0,0,1.0
CUST0000812379,200805,2008-03-28,135,1410.5200000000002,871,0,0,0,738,109,24,63,129,678,1,246,299,325,0,871,0,0,0,1,0.0
CUST0000812179,200739,2007-11-24,34,1231.58,0,0,621,0,605,15,1,357,9,255,0,424,2,194,1,615,0,6,0,0,1.0
CUST0000812150,200640,2006-12-02,1,39.16,0,18,0,0,18,0,0,18,0,0,0,0,0,18,0,0,0,18,0,0,1.0
CUST0000812101,200805,2008-03-29,175,708.01,611,0,0,0,241,229,141,16,319,275,1,291,132,175,12,601,10,0,0,1,0.0
CUST0000811661,200806,2008-03-31,387,2987.1100000000006,0,0,1533,0,673,613,247,359,645,525,4,819,96,546,68,1529,4,0,0,4,0.0
CUST0000811618,200805,2008-03-27,100,3117.8900000000003,0,1424,0,0,1411,8,5,899,20,504,1,698,68,656,1,1424,0,0,0,1,0.0
CUST0000810784,200742,2007-12-15,160,1382.5,866,0,0,0,498,310,58,192,205,468,1,252,109,430,74,866,0,0,0,1,1.0
CUST0000810379,200617,2006-06-23,5,14.009999999999998,18,0,0,0,0,16,2,0,8,10,0,8,0,10,0,0,0,18,0,0,1.0
CUST0000810116,200749,2008-02-02,10,33.11,0,18,0,0,0,4,14,0,18,0,0,18,0,0,0,9,4,5,0,0,1.0
CUST0000809886,200806,2008-03-31,64,594.74999999999989,0,373,0,0,186,174,13,71,86,215,1,121,58,178,15,373,0,0,0,1,0.0
CUST0000809677,200652,2007-02-23,1,5.98,0,0,0,4,0,4,0,0,4,0,0,4,0,0,0,0,4,0,0,0,1.0
CUST0000809605,200805,2008-03-28,91,465.24,311,0,0,0,73,192,46,14,154,143,0,138,87,83,3,291,10,0,10,0,0.0
CUST0000808884,200702,2007-03-05,6,46.96,0,35,0,0,28,0,7,0,7,28,0,24,0,2,9,0,19,12,4,0,1.0
CUST0000808639,200804,2008-03-23,125,2535.35,0,0,1435,0,1274,141,20,929,92,414,0,489,104,835,7,1011,25,393,6,0,0.0
CUST0000808474,200805,2008-03-29,135,651.09999999999991,0,370,0,0,54,221,95,12,236,120,2,195,86,76,11,35,183,152,0,2,0.0
CUST0000808290,200805,2008-03-28,182,2902.1400000000003,0,1407,0,0,1038,348,21,311,184,912,0,562,280,556,9,1402,2,3,0,0,0.0
CUST0000808041,200752,2008-02-18,61,1253.5100000000004,0,486,0,0,416,44,26,278,52,156,0,238,28,206,14,31,441,0,14,0,0.0
CUST0000807919,200803,2008-03-10,25,82.41,0,43,0,0,0,23,20,0,43,0,0,35,5,2,1,13,26,4,0,0,3.0
CUST0000807896,200805,2008-03-27,67,444.17,0,311,0,0,202,65,44,122,76,113,0,155,23,114,19,280,19,11,1,0,0.0
CUST0000807441,200806,2008-03-31,516,3716.2700000000004,0,2027,0,0,855,973,199,38,1106,849,34,941,111,684,257,0,8,2004,15,34,0.0
CUST0000807319,200716,2007-06-17,1,8.7399999999999984,0,8,0,0,0,8,0,0,0,8,0,8,0,0,0,8,0,0,0,0,1.0
CUST0000807225,200747,2008-01-18,29,306.98,0,157,0,0,86,60,11,52,44,61,0,47,16,94,0,133,3,21,0,0,3.0
CUST0000807176,200805,2008-03-30,18,98.33,0,0,63,0,8,50,5,0,49,14,0,59,0,0,4,0,63,0,0,0,0.0
CUST0000806551,200805,2008-03-30,527,2851.61,1840,0,0,0,470,1096,274,67,913,853,7,874,183,646,130,1820,0,20,0,7,0.0
CUST0000806489,200718,2007-06-29,7,43.5,0,0,16,0,1,12,3,0,10,6,0,12,4,0,0,0,13,3,0,0,2.0
CUST0000806331,200801,2008-03-02,36,131.84,0,0,84,0,0,59,25,0,67,14,3,28,28,25,0,22,16,30,16,3,0.0
CUST0000806277,200642,2006-12-13,2,13.580000000000002,0,0,0,7,0,7,0,0,7,0,0,3,4,0,0,7,0,0,0,0,1.0
CUST0000805980,200752,2008-02-21,4,16.2,0,0,0,15,0,14,1,0,8,7,0,15,0,0,0,11,4,0,0,0,2.0
CUST0000805881,200805,2008-03-30,287,3414.5600000000004,0,1437,0,0,639,663,135,450,379,607,1,577,157,695,7,1394,26,0,17,1,0.0
CUST0000805786,200803,2008-03-15,36,386.15999999999997,0,163,0,0,89,56,18,0,51,112,0,67,42,38,16,94,67,2,0,0,1.0
CUST0000805724,200629,2006-09-14,1,6.37,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,1.0
CUST0000805651,200805,2008-03-26,50,1047.88,588,0,0,0,535,46,7,320,23,245,0,304,49,231,4,547,15,15,11,0,0.0
CUST0000805536,200747,2008-01-15,6,37.42,0,19,0,0,0,18,1,0,14,5,0,19,0,0,0,0,19,0,0,0,3.0
CUST0000805533,200805,2008-03-28,56,415.33000000000004,0,220,0,0,113,85,22,21,87,112,0,121,17,63,19,128,0,48,44,0,0.0
CUST0000805509,200806,2008-03-31,174,2577.2000000000003,0,1135,0,0,859,222,54,240,217,678,0,941,24,154,16,3,1090,3,39,0,0.0
CUST0000805211,200803,2008-03-14,58,514.31000000000006,0,0,373,0,243,114,16,53,67,252,1,220,6,143,3,196,177,0,0,1,1.0
CUST0000805188,200805,2008-03-28,126,516.45,0,0,269,0,39,120,110,0,212,53,4,174,65,19,7,45,151,50,23,4,0.0
CUST0000805089,200728,2007-09-08,100,684.1,0,0,390,0,93,264,33,0,228,162,0,107,121,150,12,336,45,0,9,0,1.0
CUST0000804925,200806,2008-03-31,300,790.02,0,0,484,0,0,141,343,0,465,12,7,249,48,97,83,0,484,0,0,7,0.0
CUST0000804675,200805,2008-03-27,21,154.98999999999998,0,93,0,0,38,50,5,0,32,61,0,69,8,13,3,60,0,3,30,0,0.0
CUST0000804462,200806,2008-03-31,286,1087.3600000000001,830,0,0,0,154,529,147,35,554,241,0,245,285,274,26,51,737,23,19,0,0.0
CUST0000804275,200704,2007-03-21,8,164.25,0,70,0,0,57,13,0,31,13,26,0,4,15,43,8,46,24,0,0,0,2.0
CUST0000803214,200639,2006-11-20,1,28.68,0,17,0,0,17,0,0,17,0,0,0,0,0,17,0,17,0,0,0,0,1.0
CUST0000803113,200805,2008-03-30,156,369.39999999999992,0,0,320,0,10,169,141,0,274,43,3,249,27,40,1,45,0,275,0,3,0.0
CUST0000803106,200804,2008-03-22,123,2191.15,0,1140,0,0,967,141,32,431,108,599,2,469,136,520,13,1007,124,8,1,2,0.0
CUST0000803065,200724,2007-08-08,38,546.79000000000008,0,249,0,0,155,89,5,12,44,193,0,177,3,67,2,15,7,0,227,0,1.0
CUST0000803009,200735,2007-10-25,5,112.45,0,58,0,0,58,0,0,0,0,58,0,40,0,11,7,58,0,0,0,0,2.0
CUST0000802910,200806,2008-03-31,211,1708.6400000000003,0,0,1145,0,555,525,65,185,325,633,2,564,180,390,9,868,277,0,0,2,0.0
CUST0000802534,200806,2008-03-31,111,1020.89,427,0,0,0,126,258,43,42,236,149,0,195,76,139,17,48,23,0,356,0,0.0
CUST0000802332,200802,2008-03-07,6,8.52,0,0,0,9,0,0,9,0,9,0,0,3,5,0,1,1,0,8,0,0,0.0
CUST0000801895,200805,2008-03-24,73,641.68000000000006,0,0,365,0,217,141,7,12,78,274,1,182,31,138,13,3,362,0,0,1,0.0
CUST0000801309,200643,2006-12-24,1,68.13,27,0,0,0,27,0,0,27,0,0,0,0,27,0,0,0,0,0,27,0,1.0
CUST0000800630,200735,2007-10-25,1,24.29,0,10,0,0,10,0,0,0,0,10,0,10,0,0,0,0,10,0,0,0,1.0
CUST0000800342,200805,2008-03-27,12,92.09,0,25,0,0,2,17,6,0,23,2,0,13,8,4,0,23,2,0,0,0,3.0
CUST0000800320,200747,2008-01-19,6,111.43,0,50,0,0,45,2,3,19,5,26,0,42,6,0,2,39,9,0,2,0,3.0
CUST0000800237,200641,2006-12-04,14,304.15,0,185,0,0,170,13,2,129,11,45,0,77,1,101,6,46,139,0,0,0,1.0
CUST0000799807,200805,2008-03-24,103,2523.3,0,736,0,0,573,138,25,120,106,510,0,326,134,272,4,218,339,1,178,0,0.0
CUST0000799729,200611,2006-05-09,1,0.89,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0
CUST0000798970,200643,2006-12-22,3,63.56,0,22,0,0,10,12,0,0,0,22,0,22,0,0,0,0,0,22,0,0,2.0
CUST0000798688,200803,2008-03-11,21,133.81,0,86,0,0,43,33,10,18,38,30,0,67,9,10,0,54,0,32,0,0,2.0
CUST0000798179,200805,2008-03-27,206,3402.4,0,0,1724,0,1448,188,88,712,235,771,6,1094,128,476,20,1558,166,0,0,6,0.0
CUST0000797981,200752,2008-02-24,13,584.81999999999994,330,0,0,0,330,0,0,304,0,26,0,134,0,196,0,330,0,0,0,0,2.0
CUST0000797755,200805,2008-03-27,97,603.83000000000015,0,505,0,0,298,156,51,21,134,350,0,248,45,200,12,505,0,0,0,0,1.0
CUST0000797753,200806,2008-03-31,227,4097.78,0,2431,0,0,2088,243,100,1727,232,472,0,1518,85,822,6,45,1,0,2385,0,0.0
CUST0000797664,200741,2007-12-09,7,74.79,0,0,45,0,34,8,3,0,6,39,0,39,3,2,1,36,0,0,9,0,3.0
CUST0000797294,200631,2006-09-29,2,18.869999999999997,15,0,0,0,0,15,0,0,0,15,0,8,0,7,0,15,0,0,0,0,2.0
CUST0000797094,200805,2008-03-26,101,866.99,427,0,0,0,215,152,60,93,137,196,1,195,44,184,3,354,0,73,0,1,0.0
CUST0000797024,200805,2008-03-27,28,669.00000000000011,0,0,274,0,253,17,4,100,10,163,1,2,28,239,4,83,186,5,0,1,1.0
CUST0000796363,200805,2008-03-25,50,623.13,0,323,0,0,242,51,30,166,68,89,0,109,53,153,8,298,9,16,0,0,0.0
CUST0000796287,200805,2008-03-24,215,2806.2,1271,0,0,0,943,232,96,559,205,492,15,564,116,534,42,1271,0,0,0,15,0.0
CUST0000796175,200728,2007-09-03,1,5.01,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1.0
CUST0000796072,200752,2008-02-18,28,493.1,0,154,0,0,109,39,6,14,40,100,0,61,26,66,1,152,0,2,0,0,1.0
CUST0000795954,200731,2007-09-26,45,799.19999999999993,0,0,471,0,420,44,7,174,31,266,0,201,18,252,0,9,31,0,431,0,1.0
CUST0000795922,200627,2006-08-31,3,31.81,18,0,0,0,8,10,0,0,5,13,0,10,8,0,0,18,0,0,0,0,1.0
CUST0000795550,200801,2008-03-02,33,289.61,118,0,0,0,43,55,20,17,65,36,0,78,33,5,2,71,21,26,0,0,0.0
CUST0000795313,200802,2008-03-03,23,145.85,0,73,0,0,31,25,17,26,42,5,0,8,16,38,11,0,0,73,0,0,1.0
CUST0000794930,200615,2006-06-08,16,233.94,0,0,119,0,89,25,5,16,5,98,0,41,0,78,0,119,0,0,0,0,1.0
CUST0000794814,200745,2008-01-03,11,83.839999999999989,48,0,0,0,31,7,10,0,11,37,0,32,10,0,6,46,2,0,0,0,4.0
CUST0000794797,200805,2008-03-28,275,2891.7400000000007,2393,0,0,0,1891,392,110,1489,360,540,4,483,136,1724,46,2392,1,0,0,4,0.0
CUST0000794762,200749,2008-02-03,1,8.13,0,0,0,5,0,5,0,0,0,5,0,0,0,5,0,5,0,0,0,0,
CUST0000794691,200802,2008-03-07,28,155.01000000000005,0,76,0,0,20,36,20,0,44,32,0,59,8,8,1,57,18,0,1,0,2.0
CUST0000794432,200803,2008-03-15,100,3098.0299999999997,0,0,1778,0,1701,46,31,1504,64,209,1,1211,27,530,9,139,123,6,1510,1,0.0
CUST0000794394,200805,2008-03-24,53,225.82,0,155,0,0,34,76,45,22,105,27,1,59,39,41,15,90,54,6,5,1,1.0
CUST0000794349,200804,2008-03-22,103,1814.94,0,1040,0,0,803,207,30,628,125,287,0,895,4,136,5,1030,10,0,0,0,0.0
CUST0000793613,200723,2007-07-31,1,1.7800000000000002,0,0,0,5,0,5,0,0,5,0,0,5,0,0,0,0,5,0,0,0,1.0
CUST0000793540,200716,2007-06-15,53,214.73,136,0,0,0,19,91,26,0,107,29,0,114,16,6,0,136,0,0,0,0,1.0
CUST0000793465,200805,2008-03-28,129,2147.37,1082,0,0,0,860,168,54,657,158,266,1,211,65,797,8,124,958,0,0,1,0.0
CUST0000793321,200629,2006-09-14,23,113.67,0,86,0,0,13,63,10,0,49,37,0,33,22,22,9,65,0,0,21,0,1.0
CUST0000793310,200805,2008-03-28,105,1298.8799999999999,527,0,0,0,237,250,40,75,164,288,0,266,78,169,14,405,8,114,0,0,0.0
CUST0000793281,200708,2007-04-20,10,169.51000000000002,0,93,0,0,78,11,4,78,5,10,0,7,16,62,8,45,48,0,0,0,1.0
CUST0000793074,200805,2008-03-29,526,7414.7699999999995,4399,0,0,0,3230,1131,38,933,482,2984,0,2275,183,1911,30,4325,62,0,12,0,0.0
CUST0000792811,200736,2007-10-29,85,1231.75,0,0,451,0,326,96,29,91,80,278,2,138,67,239,5,32,22,164,233,2,1.0
CUST0000792272,200804,2008-03-22,33,400.3599999999999,0,0,204,0,141,52,11,84,61,58,1,99,29,74,1,157,31,15,1,1,0.0
CUST0000792017,200611,2006-05-13,1,32.03,19,0,0,0,19,0,0,19,0,0,0,0,0,19,0,19,0,0,0,0,1.0
CUST0000791687,200739,2007-11-20,6,67.53,0,0,32,0,18,12,2,0,14,18,0,30,0,2,0,0,32,0,0,0,2.0
CUST0000791300,200736,2007-10-30,1,9.41,0,0,0,7,0,7,0,0,7,0,0,7,0,0,0,0,7,0,0,0,1.0
CUST0000790937,200805,2008-03-26,51,1285.6999999999998,0,632,0,0,570,52,10,429,47,156,0,282,3,347,0,632,0,0,0,0,0.0
CUST0000790691,200805,2008-03-28,237,4489.72,0,2291,0,0,1912,311,68,1337,287,666,1,1447,127,686,30,2259,1,8,23,1,0.0
CUST0000790651,200645,2007-01-07,3,21.34,0,0,0,13,0,12,1,0,7,6,0,7,0,6,0,13,0,0,0,0,2.0
CUST0000789574,200806,2008-03-31,142,3361.71,0,1686,0,0,1494,158,34,1143,109,434,0,775,147,757,7,1681,0,2,3,0,0.0
CUST0000789469,200718,2007-06-29,5,28.13,0,20,0,0,9,10,1,0,5,15,0,2,0,17,1,20,0,0,0,0,2.0
CUST0000789114,200804,2008-03-17,35,223.53999999999994,0,118,0,0,64,29,25,40,54,24,0,22,18,73,5,7,111,0,0,0,0.0
CUST0000789075,200748,2008-01-26,14,59.55,37,0,0,0,6,23,8,0,25,11,1,23,6,4,3,2,27,0,8,1,5.0
CUST0000788910,200740,2007-11-29,1,9.98,9,0,0,0,9,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,1.0
CUST0000788668,200747,2008-01-15,50,1029.57,295,0,0,0,278,11,6,22,31,241,1,107,82,105,0,295,0,0,0,1,1.0
CUST0000788616,200805,2008-03-30,226,3391.1400000000012,0,0,1607,0,1266,271,70,605,277,722,3,1216,62,291,35,1391,161,7,48,3,0.0
CUST0000788532,200806,2008-03-31,33,78.05,0,66,0,0,0,31,35,0,57,9,0,40,11,13,2,0,66,0,0,0,0.0
CUST0000788459,200739,2007-11-20,1,3.13,0,0,0,4,0,4,0,0,4,0,0,0,4,0,0,0,0,0,4,0,1.0
CUST0000788315,200733,2007-10-12,3,46.92,0,14,0,0,11,3,0,0,3,11,0,3,11,0,0,14,0,0,0,0,2.0
CUST0000788111,200751,2008-02-11,68,680.7700000000001,0,451,0,0,299,133,19,86,67,298,0,204,47,195,5,451,0,0,0,0,0.0
CUST0000788031,200617,2006-06-19,3,50.070000000000007,30,0,0,0,24,6,0,0,0,30,0,11,13,6,0,30,0,0,0,0,1.0
CUST0000787661,200806,2008-03-31,38,111.95,71,0,0,0,18,24,29,0,48,23,0,28,24,11,8,71,0,0,0,0,0.0
CUST0000787465,200805,2008-03-24,102,2208.0099999999998,0,0,1064,0,954,98,12,446,30,588,0,236,199,621,8,1064,0,0,0,0,0.0
CUST0000787337,200636,2006-11-01,3,395.41,0,0,0,4,0,4,0,0,0,0,4,0,0,0,0,4,0,0,0,4,1.0
CUST0000787270,200750,2008-02-05,1,2.43,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,0,3,0,0,
CUST0000787129,200627,2006-09-01,6,60.58,0,30,0,0,16,12,2,16,14,0,0,6,1,22,1,30,0,0,0,0,1.0
CUST0000787036,200711,2007-05-08,8,312.54,139,0,0,0,132,2,5,117,7,15,0,0,20,119,0,0,133,6,0,0,2.0
CUST0000786966,200803,2008-03-15,14,104.81,0,0,0,22,0,16,6,0,22,0,0,6,12,3,1,0,22,0,0,0,2.0
CUST0000786778,200640,2006-12-01,41,246.91999999999996,0,173,0,0,31,129,13,0,74,99,0,158,2,13,0,173,0,0,0,0,1.0
CUST0000786608,200803,2008-03-12,26,1043.3200000000002,0,442,0,0,423,15,4,303,13,126,0,17,78,345,2,442,0,0,0,0,0.0
CUST0000786243,200805,2008-03-30,82,915.78,0,336,0,0,188,108,40,47,129,159,1,153,56,119,7,42,0,17,277,1,0.0
CUST0000785984,200751,2008-02-15,8,61.400000000000006,0,0,34,0,6,25,3,0,12,22,0,17,0,17,0,31,0,3,0,0,1.0
CUST0000785789,200805,2008-03-27,38,2119.9,0,1084,0,0,1073,10,1,1073,11,0,0,393,4,687,0,1083,1,0,0,0,0.0
CUST0000785769,200805,2008-03-30,65,1473.09,0,0,258,0,54,177,27,0,162,94,2,240,7,9,0,256,2,0,0,2,0.0
CUST0000785611,200750,2008-02-10,134,2519.63,0,0,1144,0,910,177,57,731,171,241,1,494,62,581,6,1144,0,0,0,1,0.0
CUST0000785583,200805,2008-03-26,135,880.99999999999989,0,562,0,0,163,342,57,0,201,361,0,255,140,161,6,142,420,0,0,0,0.0
CUST0000785478,200801,2008-03-01,127,1010.32,0,812,0,0,510,253,49,291,163,358,0,200,121,481,10,0,779,33,0,0,0.0
CUST0000785475,200746,2008-01-11,17,263.36,0,0,82,0,50,26,6,0,31,50,1,53,4,21,3,82,0,0,0,1,4.0
CUST0000785369,200802,2008-03-05,5,25.119999999999997,0,12,0,0,0,8,4,0,8,4,0,4,0,7,1,12,0,0,0,0,0.0
CUST0000785295,200804,2008-03-18,80,1313.1699999999998,0,0,739,0,628,96,15,187,53,499,0,612,7,118,2,42,697,0,0,0,0.0
CUST0000785166,200803,2008-03-14,1,24.04,0,14,0,0,14,0,0,0,0,14,0,14,0,0,0,14,0,0,0,0,
CUST0000784973,200740,2007-11-26,21,1360.14,0,486,0,0,486,0,0,454,0,32,0,317,0,169,0,486,0,0,0,0,2.0
CUST0000784547,200804,2008-03-22,30,351.12000000000012,0,0,242,0,226,12,4,15,33,194,0,234,8,0,0,242,0,0,0,0,0.0
CUST0000784376,200739,2007-11-22,1,1.5,0,0,0,3,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,0,1.0
CUST0000784298,200803,2008-03-11,20,118.11,0,73,0,0,45,15,13,15,24,34,0,16,22,34,1,61,12,0,0,0,0.0
CUST0000784166,200713,2007-05-27,10,57.190000000000005,21,0,0,0,1,13,7,0,20,0,1,7,13,0,0,20,0,1,0,1,1.0
CUST0000784006,200806,2008-03-31,102,1131.99,0,0,691,0,551,140,0,0,92,599,0,421,49,221,0,679,12,0,0,0,0.0
CUST0000784004,200805,2008-03-29,138,1449.2,0,0,880,0,582,247,51,109,186,585,0,674,44,157,5,787,29,64,0,0,0.0
CUST0000783946,200802,2008-03-04,48,418.21,184,0,0,0,112,51,21,0,60,124,0,51,23,105,5,181,2,1,0,0,0.0
CUST0000783429,200625,2006-08-18,8,148.43,0,0,73,0,65,8,0,37,4,32,0,43,0,30,0,0,4,69,0,0,1.0
CUST0000783073,200805,2008-03-27,155,377.75,0,0,350,0,18,235,97,0,298,23,29,234,56,31,0,350,0,0,0,29,0.0
CUST0000782631,200806,2008-03-31,233,3553.7599999999998,0,0,1260,0,843,320,97,211,265,783,1,633,240,374,12,1113,45,2,100,1,0.0
CUST0000782600,200802,2008-03-06,27,377.04,0,0,173,0,133,21,19,75,35,63,0,122,6,43,2,171,0,2,0,0,0.0
CUST0000782392,200650,2007-02-05,1,5.53,0,0,0,6,0,6,0,0,6,0,0,6,0,0,0,0,6,0,0,0,1.0
CUST0000782307,200712,2007-05-17,1,0.03,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1.0
CUST0000782246,200806,2008-03-31,128,1484.4099999999999,0,0,871,0,622,185,64,341,167,363,0,510,36,304,21,839,32,0,0,0,0.0
CUST0000782062,200752,2008-02-18,118,2557.28,0,1131,0,0,1036,47,48,760,94,276,1,318,54,725,33,1085,28,16,2,1,1.0
CUST0000781911,200723,2007-08-02,2,47.53,0,0,18,0,18,0,0,0,0,18,0,0,8,10,0,0,0,18,0,0,2.0
